article_id,expr_type,value,char_offset
40.txt,season, fall ,170
6.txt,year,2003,355
6.txt,"month, relative-interval", hour,545
6.txt,"month, relative-interval", month ,959
6.txt,"month, relative-interval", month,1321
6.txt,day-month, 15 January,593
54.txt,month, November ,304
54.txt,month,"
December ",507
54.txt,month, October ,826
54.txt,month, December ,838
54.txt,month, may ,1133
54.txt,month, January ,1253
54.txt,year,2004,397
54.txt,year,2004,711
54.txt,year,2003,900
54.txt,year,2004,1206
54.txt,"month, relative-interval", month,248
54.txt,"month, relative-interval", month ,541
54.txt,"month, relative-interval", year ,732
54.txt,"month, relative-interval", season,783
54.txt,"month, relative-interval", month ,1313
54.txt,"month, relative-interval", year,1326
54.txt,season," fall

",27
54.txt,season, fall ,467
1358.txt,month, May ,1282
1358.txt,year,2008,174
1358.txt,year,2003,320
1358.txt,year,2003,1287
1358.txt,"month, relative-interval", year ,91
1358.txt,"month, relative-interval",day,124
1358.txt,"month, relative-interval",day ,708
1358.txt,"month, relative-interval", season,955
1358.txt,"month, relative-interval", year,1121
1358.txt,"month, relative-interval", next month ,1409
1358.txt,"month, relative-interval",day,1542
1358.txt,season, summer ,166
814.txt,month, March ,14
814.txt,month, May ,598
814.txt,year, 1230,220
814.txt,year, 1997,587
814.txt,"month, relative-interval",day,244
814.txt,"month, relative-interval","

Next month",510
814.txt,"month, relative-interval", day,653
814.txt,day-month, 16 March,11
814.txt,day-month, 16 March,107
814.txt,day-month, 5 May,503
627.txt,month, December ,915
627.txt,year,2002,549
627.txt,year,2002,897
627.txt,year,2003,906
627.txt,year,2002,925
627.txt,year,2003,1161
627.txt,"month, relative-interval", year,123
627.txt,"month, relative-interval", last month,214
627.txt,"month, relative-interval",day,279
627.txt,"month, relative-interval", month ,313
627.txt,"month, relative-interval", year,483
627.txt,"month, relative-interval", day,648
141.txt,"month, relative-interval", today ,581
141.txt,"month, relative-interval", year,610
141.txt,day-month, 9 February,792
155.txt,"month, relative-interval", month,349
633.txt,month, September ,779
633.txt,month, September ,1061
633.txt,month, June ,3229
633.txt,year,2004,99
633.txt,year,2003,3235
633.txt,"month, relative-interval", month,757
633.txt,"month, relative-interval", year ,815
633.txt,"month, relative-interval", year,1420
633.txt,"month, relative-interval", year,1503
633.txt,"month, relative-interval", year,1821
633.txt,"month, relative-interval", month ,2570
83.txt,month, December ,1190
83.txt,"month, relative-interval",day ,1204
83.txt,"month, relative-interval",day,1970
83.txt,day-month, 1 January,332
169.txt,year,2007,447
169.txt,year,2004,709
169.txt,year,2005,826
169.txt,year, 1983,885
169.txt,"month, relative-interval", year ,548
169.txt,"month, relative-interval",day,619
97.txt,"month, relative-interval",day,482
97.txt,"month, relative-interval", day ,1278
97.txt,"month, relative-interval", week,1836
97.txt,dayofweek, Monday ,599
380.txt,month, June ,754
380.txt,year,2003,760
380.txt,"month, relative-interval", year,93
380.txt,"month, relative-interval", month,679
380.txt,season, fall ,687
1614.txt,month, June ,1700
1614.txt,year,2005,676
1614.txt,year,2002,1706
1614.txt,year, 1976,1881
1614.txt,year, 1993,2109
1614.txt,"month, relative-interval", month,521
1614.txt,"month, relative-interval",Next year ,745
1614.txt,"month, relative-interval", year,807
1614.txt,"month, relative-interval", next year ,2053
1614.txt,dayofweek, Monday ,429
1172.txt,"month, relative-interval", minute,243
1172.txt,"month, relative-interval", minute,1478
1172.txt,"month, relative-interval", minute,1553
1172.txt,"month, relative-interval", next week,1599
1166.txt,"month, relative-interval",day,120
1166.txt,"month, relative-interval", week,271
1600.txt,month, February ,2907
1600.txt,year,2004,509
1600.txt,year,2005,1376
1600.txt,"month, relative-interval", year,173
1600.txt,"month, relative-interval",day,214
1600.txt,"month, relative-interval", year,455
1600.txt,"month, relative-interval", month,799
1600.txt,"month, relative-interval", year,866
1600.txt,"month, relative-interval", year ,1034
1600.txt,"month, relative-interval", year,1157
1600.txt,"month, relative-interval", year,1468
1600.txt,"month, relative-interval", year,2669
1600.txt,day-month, 3 February,2905
1600.txt,day-month, 15 March,2974
394.txt,"month, relative-interval", month,109
343.txt,month, may ,1552
343.txt,month, may ,2348
343.txt,"month, relative-interval", day,304
343.txt,"month, relative-interval", last year ,440
343.txt,"month, relative-interval", year ,941
343.txt,"month, relative-interval", month,1283
343.txt,"month, relative-interval",day,2115
343.txt,"month, relative-interval",day ,2482
343.txt,"month, relative-interval",day ,2632
343.txt,dayofweek, Friday ,77
343.txt,day-month, 30 September,830
425.txt,"month, relative-interval", year,1123
425.txt,"month, relative-interval",day,1389
431.txt,month, October ,719
431.txt,year, 1999,406
431.txt,year,2000,449
431.txt,year, 1999,727
431.txt,year,2002,812
431.txt,"month, relative-interval",day ,209
431.txt,"month, relative-interval", year,286
431.txt,"month, relative-interval",day,606
431.txt,"month, relative-interval", year,801
431.txt,"month, relative-interval", last year ,920
357.txt,"month, relative-interval", day ,122
357.txt,"month, relative-interval",day,200
357.txt,"month, relative-interval", day,275
357.txt,"month, relative-interval", last month,1222
419.txt,year,2005,123
419.txt,year,2004,366
419.txt,year,2003,411
419.txt,year,2003,567
419.txt,year,2004,723
419.txt,year,2005,904
419.txt,year,2004,2665
419.txt,"month, relative-interval", year,442
419.txt,"month, relative-interval", day ,1444
419.txt,"month, relative-interval", year,1778
419.txt,"month, relative-interval", last year,2394
1199.txt,"month, relative-interval",day,107
1199.txt,"month, relative-interval",day,159
1199.txt,day-month, 20 March,777
1198.txt,"month, relative-interval",day,136
1198.txt,"month, relative-interval",day,323
1198.txt,"month, relative-interval",day ,875
418.txt,month, May ,205
418.txt,month, May ,297
418.txt,month, May ,519
418.txt,month, May ,826
418.txt,month, May ,1151
418.txt,year, 1991,482
418.txt,year,2000,1192
418.txt,"month, relative-interval", next year ,93
430.txt,"month, relative-interval", week,270
430.txt,"month, relative-interval", week,347
430.txt,"month, relative-interval", week,945
430.txt,"month, relative-interval", week,1091
430.txt,"month, relative-interval", week ,1204
430.txt,"month, relative-interval", Last week,1255
430.txt,"month, relative-interval", week,1449
356.txt,month, July ,101
356.txt,month, March ,596
356.txt,year,2005,151
356.txt,year,2005,254
356.txt,year,2003,603
356.txt,"month, relative-interval", year ,64
356.txt,"month, relative-interval", year ,215
356.txt,"month, relative-interval", month,466
356.txt,"month, relative-interval", month,861
356.txt,day-month, 13 July,98
356.txt,season, fall ,706
342.txt,month, April ,160
342.txt,year,2005,167
342.txt,year,2006,384
342.txt,year,2000,494
342.txt,"month, relative-interval", year ,143
342.txt,"month, relative-interval", year,466
342.txt,"month, relative-interval", year,710
342.txt,season, fall ,196
424.txt,year, 1964,240
424.txt,year, 1948,838
424.txt,"month, relative-interval", last month,534
424.txt,"month, relative-interval",day,1177
1629.txt,month, March ,1381
1629.txt,month, April ,1402
1629.txt,day-month, 24 March,1378
1167.txt,month, June ,527
1167.txt,month, may ,1821
1167.txt,"month, relative-interval", month,571
1167.txt,"month, relative-interval", year,642
1167.txt,"month, relative-interval", week,2018
395.txt,year,2005,467
395.txt,year,2010,476
395.txt,year,2010,780
395.txt,year,2010,1432
395.txt,"month, relative-interval", year,275
395.txt,"month, relative-interval", year,719
395.txt,"month, relative-interval", year,1130
1601.txt,month, may ,2400
1601.txt,year,2005,90
1601.txt,year,2005,574
1601.txt,year,2005,1762
1601.txt,year,2005,2080
1601.txt,year,2006,2108
1601.txt,"month, relative-interval", year,279
1601.txt,"month, relative-interval",year,1045
1601.txt,"month, relative-interval", month,1563
1601.txt,"month, relative-interval", year ,1816
1601.txt,day-month, 9 January,3045
1615.txt,month, January ,1021
1615.txt,year,2000,248
1615.txt,"month, relative-interval", next year,1082
381.txt,year, 1995,481
381.txt,"month, relative-interval", year,249
381.txt,day-month, 8 December,602
381.txt,day-month, 20 October,1368
381.txt,season, fall ,759
1173.txt,year,2002,525
1173.txt,year,2003,534
1173.txt,"month, relative-interval", year,155
1173.txt,"month, relative-interval",year,474
1173.txt,"month, relative-interval", last year,612
1173.txt,"month, relative-interval", year,734
168.txt,"month, relative-interval", month ,100
168.txt,"month, relative-interval", minute,165
168.txt,"month, relative-interval", minute,348
168.txt,"month, relative-interval", minute,486
168.txt,"month, relative-interval", last week,547
168.txt,"month, relative-interval", minute,869
168.txt,"month, relative-interval", minute,1013
168.txt,"month, relative-interval", minute,1292
168.txt,"month, relative-interval", year,1561
168.txt,season, fall ,605
96.txt,year,2003,218
96.txt,"month, relative-interval",day ,369
96.txt,"month, relative-interval", year,726
96.txt,"month, relative-interval",day ,1154
96.txt,season, fall ,1018
82.txt,month, March ,497
82.txt,year,2005,424
82.txt,year,2006,504
82.txt,year,2003,1083
82.txt,year,2005,1275
82.txt,"month, relative-interval",day,1470
154.txt,year, 1830,571
154.txt,year,2005,2041
154.txt,year,2004,2483
154.txt,year,2003,2510
154.txt,year,2002,2527
154.txt,"month, relative-interval",day ,157
154.txt,"month, relative-interval", year ,1801
154.txt,"month, relative-interval", year,2456
632.txt,year, 1982,472
632.txt,year, 1971,517
632.txt,year, 1972,617
632.txt,year, 1981,704
632.txt,year,2000,789
632.txt,year,2001,843
632.txt,"month, relative-interval",day ,205
632.txt,"month, relative-interval", year,591
632.txt,"month, relative-interval",day,964
632.txt,dayofweek, Saturday ,361
632.txt,dayofweek, Saturday ,876
626.txt,month, April ,1220
626.txt,year, 1947,643
626.txt,year, 1956,1226
626.txt,year, 1980,1270
626.txt,year, 1958,1585
626.txt,year, 1965,1707
626.txt,year, 1967,1870
626.txt,year, 1970,2219
626.txt,year, 1969,2779
626.txt,year, 1986,3204
626.txt,year, 1997,3291
626.txt,"month, relative-interval", day,893
626.txt,"month, relative-interval", year,1080
626.txt,"month, relative-interval", year,1366
626.txt,"month, relative-interval", year,1766
626.txt,"month, relative-interval", year,1834
626.txt,"month, relative-interval", year,2626
626.txt,"month, relative-interval", year,3437
626.txt,"month, relative-interval", month,3506
626.txt,"month, relative-interval",day,3549
626.txt,day-month, 5 April,255
626.txt,day-month year,5 April 1920,256
140.txt,month, February ,351
140.txt,month, may ,634
140.txt,"month, relative-interval",day,77
140.txt,"month, relative-interval",day,436
140.txt,"month, relative-interval", few day,579
140.txt,"month, relative-interval", year,1001
140.txt,"month, relative-interval", last week ,1030
140.txt,dayofweek, Monday ,247
140.txt,season, winter ,117
140.txt,season, winter ,153
140.txt,season, fall ,638
140.txt,season, winter ,792
140.txt,season, fall ,869
7.txt,month, may ,43
7.txt,year,2004,544
7.txt,year,2004,862
7.txt,year, 1974,1301
7.txt,"month, relative-interval", last week ,1373
815.txt,month, November ,1035
815.txt,year,2003,1045
815.txt,"month, relative-interval",day,1420
815.txt,"month, relative-interval", day,2109
815.txt,"month, relative-interval",day,2340
815.txt,"month, relative-interval", week ,2653
815.txt,"month, relative-interval",day,2812
1359.txt,year,2004,1042
1359.txt,year,2004,1289
1359.txt,"month, relative-interval",day,129
1359.txt,"month, relative-interval",year,624
1359.txt,"month, relative-interval", year ,1033
55.txt,month, may ,1933
55.txt,year,2000,450
55.txt,"month, relative-interval", year,828
801.txt,"month, relative-interval", month,144
801.txt,"month, relative-interval", year,1527
801.txt,"month, relative-interval",day ,1576
41.txt,year, 1986,864
41.txt,year, 1988,936
41.txt,"month, relative-interval", year,137
1403.txt,"month, relative-interval", week,142
1403.txt,"month, relative-interval", week,547
1403.txt,"month, relative-interval",week ,703
1403.txt,"month, relative-interval",day,1035
1403.txt,dayofweek, Friday ,1176
1403.txt,season, winter ,610
197.txt,year,2005,501
197.txt,year,2004,679
197.txt,"month, relative-interval", year,450
197.txt,"month, relative-interval", year,738
197.txt,"month, relative-interval", year,1133
829.txt,"month, relative-interval", year ,213
829.txt,"month, relative-interval", year,740
829.txt,"month, relative-interval", year ,1015
829.txt,season, winter ,16
829.txt,season, winter ,226
829.txt,season, winter ,271
829.txt,season, winter ,439
829.txt,season, winter ,722
1365.txt,month, may ,471
1365.txt,month, may ,1293
1365.txt,year,2003,280
1365.txt,year, 1948,1780
1365.txt,year, 1985,2098
1365.txt,year, 1986,2236
1365.txt,"month, relative-interval", season,223
1365.txt,"month, relative-interval", year,359
1365.txt,"month, relative-interval",week ,424
1365.txt,"month, relative-interval", season,460
1365.txt,"month, relative-interval",day,718
1365.txt,"month, relative-interval", season,1146
1365.txt,"month, relative-interval", season,1700
1365.txt,"month, relative-interval", day,1937
1365.txt,"month, relative-interval", season,2467
1365.txt,"month, relative-interval", year,2513
1365.txt,"month, relative-interval", season,2783
1365.txt,season, summer ,406
69.txt,month, February ,656
69.txt,year,2005,666
69.txt,"month, relative-interval",day ,496
69.txt,"month, relative-interval",day ,826
69.txt,"month, relative-interval", month,1178
69.txt,"month, relative-interval", year ,1270
69.txt,day-month, 30 September,1192
69.txt,season, fall ,13
1371.txt,year, 1500,135
1371.txt,year, 1500,959
1371.txt,"month, relative-interval", minute,309
1371.txt,"month, relative-interval", year,783
1371.txt,"month, relative-interval",year,1082
1371.txt,day-month, 18 February,1239
183.txt,month, October ,245
183.txt,year,2005,692
183.txt,year,2004,754
183.txt,year,2004,866
183.txt,year,2005,937
183.txt,year,2005,1146
183.txt,year,2005,1296
183.txt,"month, relative-interval",hour,90
183.txt,"month, relative-interval",day,111
183.txt,"month, relative-interval", year ,279
183.txt,"month, relative-interval",hour,359
183.txt,"month, relative-interval", year,696
183.txt,"month, relative-interval", today ,1020
1417.txt,month, November ,632
1417.txt,year,2005,80
1417.txt,year,2003,642
1417.txt,"month, relative-interval", last week ,144
1417.txt,"month, relative-interval", season ,776
1417.txt,"month, relative-interval", day ,865
1417.txt,"month, relative-interval", day,921
1417.txt,day-month, 13 March,837
1588.txt,month, September ,3533
1588.txt,year,2004,114
1588.txt,year,2008,337
1588.txt,year,2008,728
1588.txt,year,2005,1804
1588.txt,"month, relative-interval", last year,123
1588.txt,"month, relative-interval", month,1075
1588.txt,"month, relative-interval", next month ,2516
1588.txt,"month, relative-interval", month,3515
746.txt,month, September ,918
746.txt,month, December ,1615
746.txt,year,2004,929
746.txt,year,2003,1625
746.txt,"month, relative-interval", day ,188
746.txt,"month, relative-interval", next week,951
746.txt,"month, relative-interval", year ,1956
746.txt,"month, relative-interval",year ,1998
746.txt,"month, relative-interval", year ,2169
752.txt,month, January ,642
752.txt,year, 1997,1350
752.txt,"month, relative-interval",day ,159
752.txt,"month, relative-interval",year,589
752.txt,"month, relative-interval", month ,1810
752.txt,"month, relative-interval", next year,1944
752.txt,"month, relative-interval", year ,2004
1239.txt,"month, relative-interval", season,725
1239.txt,"month, relative-interval", year ,760
1239.txt,"month, relative-interval", next year ,787
975.txt,month, May ,1686
975.txt,year, 1997,1427
975.txt,year, 1997,2063
975.txt,"month, relative-interval",day,1560
975.txt,"month, relative-interval", Today ,1933
975.txt,"month, relative-interval",day,1958
975.txt,"month, relative-interval",day,2263
975.txt,dayofweek, Friday ,1054
975.txt,season, spring ,88
1577.txt,"month, relative-interval", week,135
1577.txt,"month, relative-interval", year,1334
1211.txt,"month, relative-interval", last week,539
1211.txt,"month, relative-interval", year,1391
1211.txt,"month, relative-interval", week,1641
785.txt,month, July ,3018
785.txt,year,2005,277
785.txt,year, 1960,2374
785.txt,year,2005,2437
785.txt,year, 1970,2629
785.txt,year,2005,3388
785.txt,relative-year,before 2015,2332
785.txt,"month, relative-interval","

Next year ",33
785.txt,"month, relative-interval", next week ,639
785.txt,"month, relative-interval", Today ,719
785.txt,"month, relative-interval", year,1166
785.txt,"month, relative-interval", year,1528
785.txt,"month, relative-interval", day ,1591
785.txt,"month, relative-interval", next year ,1668
785.txt,"month, relative-interval", year,1714
785.txt,"month, relative-interval",day,1938
785.txt,"month, relative-interval", week ,2281
785.txt,"month, relative-interval", year ,2526
785.txt,"month, relative-interval", year,2681
791.txt,day-month, 11 September,698
791.txt,day-month year,11 September 2001,699
1205.txt,month, may ,862
1205.txt,"month, relative-interval", last year,564
1205.txt,"month, relative-interval", week,606
1205.txt,"month, relative-interval", month ,961
1205.txt,"month, relative-interval", week,1126
1205.txt,day-month, 5 February,487
1563.txt,month, March ,2023
1563.txt,"month, relative-interval", year,781
1563.txt,"month, relative-interval", month ,1484
1563.txt,day-month, 17 February,2866
578.txt,"month, relative-interval",day ,211
578.txt,"month, relative-interval", month,368
578.txt,"month, relative-interval", year,608
578.txt,dayofweek, Monday ,833
578.txt,day-month, 2 April,300
578.txt,season, spring ,1170
544.txt,"month, relative-interval", year,115
544.txt,"month, relative-interval",day,153
544.txt,"month, relative-interval", year,421
544.txt,"month, relative-interval", year,539
544.txt,"month, relative-interval", week,740
544.txt,"month, relative-interval", season ,1055
544.txt,dayofweek, Sunday ,459
544.txt,day-month, 27 February,466
544.txt,day-month, 12 February,1138
222.txt,year,2001,1645
222.txt,"month, relative-interval", Last week,630
222.txt,"month, relative-interval",day,1156
222.txt,"month, relative-interval", year,1575
222.txt,"month, relative-interval", year ,1967
222.txt,"month, relative-interval", last year ,2397
236.txt,year, 1992,595
236.txt,year,2004,1726
236.txt,"month, relative-interval",day ,278
236.txt,"month, relative-interval", day ,882
550.txt,year, 1957,1030
550.txt,"month, relative-interval",day,262
550.txt,"month, relative-interval", last week,401
550.txt,"month, relative-interval", month,464
550.txt,"month, relative-interval", next week ,825
550.txt,"month, relative-interval", week,940
1749.txt,year,2000,1679
1749.txt,"month, relative-interval", year ,1822
587.txt,"month, relative-interval",day,121
587.txt,"month, relative-interval",day,254
587.txt,"month, relative-interval",day,304
587.txt,"month, relative-interval",day,342
587.txt,"month, relative-interval", week,863
587.txt,"month, relative-interval",day ,960
587.txt,"month, relative-interval",day,1322
587.txt,"month, relative-interval", week,1336
587.txt,"month, relative-interval", next year ,1478
587.txt,"month, relative-interval", next year ,1560
587.txt,"month, relative-interval", today,2323
1013.txt,"month, relative-interval", last year ,2055
1775.txt,month, may ,1298
1775.txt,year,2005,43
1775.txt,year,2000,1558
1761.txt,month, February ,392
1761.txt,year,2001,402
1761.txt,year,2002,1430
1761.txt,"month, relative-interval", month,1083
1761.txt,"month, relative-interval",month ,1214
1761.txt,"month, relative-interval", last year,1288
1007.txt,month, February ,558
1007.txt,month, May ,807
1007.txt,year,2003,315
1007.txt,"month, relative-interval", day,130
1007.txt,"month, relative-interval",day,437
1007.txt,"month, relative-interval", year,572
1007.txt,"month, relative-interval", day ,1256
1007.txt,"month, relative-interval", week,1595
1007.txt,"month, relative-interval", day ,1711
593.txt,month, August ,735
593.txt,"month, relative-interval", year ,86
593.txt,"month, relative-interval", year,127
593.txt,"month, relative-interval", year,289
593.txt,"month, relative-interval", year ,452
1759.txt,year, 1982,589
1759.txt,year, 1994,861
1759.txt,"month, relative-interval", few year,655
1759.txt,"month, relative-interval", day,764
1759.txt,"month, relative-interval", week,1502
597.txt,month, March ,247
597.txt,month, August ,887
597.txt,month, October ,1256
597.txt,year, 1973,379
597.txt,year,2004,490
597.txt,year,2001,544
597.txt,year,2002,662
597.txt,year, 1973,789
597.txt,year,2003,895
597.txt,year,2004,1265
597.txt,"month, relative-interval", month ,669
597.txt,day-month, 18 March,244
1003.txt,month, may ,2074
1003.txt,dayofweek, Friday ,1866
1765.txt,month, February ,246
1765.txt,"month, relative-interval", day ,21
1765.txt,"month, relative-interval", month,148
1765.txt,"month, relative-interval", Day,286
1765.txt,"month, relative-interval", day ,521
1765.txt,"month, relative-interval",day ,755
1765.txt,"month, relative-interval", Day,782
1765.txt,"month, relative-interval", Day,1120
1765.txt,"month, relative-interval", month ,2032
1765.txt,"month, relative-interval", tomorrow ,3364
1765.txt,"month, relative-interval", month,3529
1765.txt,"month, relative-interval", minute,3755
1765.txt,day-month, 22 February,243
1771.txt,"month, relative-interval", month,2499
1017.txt,year, 1998,653
1017.txt,year, 1701,1766
1017.txt,"month, relative-interval", Today ,550
1017.txt,"month, relative-interval", year,920
583.txt,"month, relative-interval", hour,107
583.txt,"month, relative-interval", day,312
583.txt,"month, relative-interval",year,599
583.txt,"month, relative-interval",day,796
583.txt,"month, relative-interval", few day,1148
583.txt,"month, relative-interval", minute,2688
583.txt,dayofweek, Friday ,88
568.txt,year,2004,1484
568.txt,"month, relative-interval", day,271
568.txt,"month, relative-interval", Last week,277
568.txt,"month, relative-interval", week,1267
568.txt,"month, relative-interval", week,1357
568.txt,"month, relative-interval", year,1418
568.txt,"month, relative-interval", week,1501
554.txt,"month, relative-interval",year,167
554.txt,"month, relative-interval", year ,439
232.txt,month, March ,771
232.txt,year,2000,117
232.txt,year,2010,229
232.txt,year,2000,2016
232.txt,"month, relative-interval",day,669
232.txt,"month, relative-interval", year ,782
232.txt,"month, relative-interval", year,862
232.txt,"month, relative-interval", year ,1347
232.txt,"month, relative-interval", few year,1659
232.txt,"month, relative-interval", year,1824
232.txt,"month, relative-interval", year,2761
232.txt,"month, relative-interval",year ,5071
226.txt,year, 1999,373
226.txt,year,2001,383
226.txt,year,2003,758
226.txt,"month, relative-interval", year,829
226.txt,"month, relative-interval", year,1071
540.txt,year,2004,228
540.txt,year,2004,557
540.txt,year,2004,1186
540.txt,year,2003,1381
540.txt,year,2005,1438
540.txt,year,2004,1499
540.txt,"month, relative-interval",day ,131
540.txt,"month, relative-interval", year,653
540.txt,"month, relative-interval", year,709
540.txt,"month, relative-interval", last year ,1341
540.txt,"month, relative-interval", month,1427
540.txt,"month, relative-interval", year ,1992
540.txt,"month, relative-interval", today,2106
971.txt,"month, relative-interval", after day,243
971.txt,"month, relative-interval",month ,1073
1229.txt,"month, relative-interval", last season ,644
1567.txt,"month, relative-interval",year ,2756
1567.txt,"month, relative-interval",day ,2824
1201.txt,month, January ,698
1201.txt,"month, relative-interval",year,329
1201.txt,"month, relative-interval",year,861
795.txt,month, may ,474
795.txt,"month, relative-interval",day,144
795.txt,"month, relative-interval",year ,539
795.txt,"month, relative-interval", Hour,1408
795.txt,"month, relative-interval", today ,2207
795.txt,"month, relative-interval", year,2274
795.txt,dayofweek, Sunday ,1099
959.txt,"month, relative-interval", day ,303
959.txt,"month, relative-interval", year,548
959.txt,"month, relative-interval", day ,1851
781.txt,year,2002,298
781.txt,year, 1987,456
781.txt,"month, relative-interval",today ,474
781.txt,"month, relative-interval", tomorrow ,492
781.txt,"month, relative-interval", year,804
781.txt,"month, relative-interval", year,1065
781.txt,"month, relative-interval", year,1359
781.txt,"month, relative-interval", year ,1397
781.txt,day-month, 5 May,641
1215.txt,"month, relative-interval"," season

",25
1215.txt,"month, relative-interval", season ,91
1215.txt,"month, relative-interval",day,270
1215.txt,"month, relative-interval", week ,348
1215.txt,"month, relative-interval", season,1831
1215.txt,"month, relative-interval", season,1999
1215.txt,"month, relative-interval",day,2204
1573.txt,month, September ,2178
1573.txt,"month, relative-interval", month,177
1573.txt,"month, relative-interval", month,1707
1598.txt,month, may ,1401
1598.txt,month, may ,1662
1598.txt,"month, relative-interval", hour,219
1598.txt,"month, relative-interval", last year,417
1598.txt,"month, relative-interval", week,825
1598.txt,"month, relative-interval", month,834
1598.txt,"month, relative-interval", hour,2286
1598.txt,"month, relative-interval", last year,2941
1598.txt,"month, relative-interval", day,3074
1598.txt,"month, relative-interval", year,3163
1598.txt,"month, relative-interval", week ,3249
742.txt,month, September ,795
742.txt,"month, relative-interval",day,336
742.txt,"month, relative-interval",year,627
742.txt,"month, relative-interval",day,965
742.txt,"month, relative-interval", month,2480
742.txt,dayofweek, Friday ,1400
1349.txt,month, November ,573
1349.txt,year,2005,179
1349.txt,year,2001,466
1349.txt,year,2002,475
1349.txt,"month, relative-interval", last year,311
1349.txt,day-month, 17 January,200
1349.txt,day-month, 17 December,668
45.txt,month, January ,547
45.txt,"month, relative-interval", day,992
45.txt,"month, relative-interval", day,2056
45.txt,day-month, 1 January,975
805.txt,"month, relative-interval", week,165
805.txt,"month, relative-interval",day ,259
805.txt,"month, relative-interval", year,948
805.txt,"month, relative-interval",day,1050
805.txt,"month, relative-interval",day ,2489
805.txt,"month, relative-interval",day,2552
805.txt,day-month, 4 November,2556
51.txt,year, 1999,578
51.txt,"month, relative-interval",day,264
51.txt,"month, relative-interval", Last year ,1216
51.txt,"month, relative-interval",day,1572
51.txt,"month, relative-interval", last year,1682
51.txt,"month, relative-interval", year,1779
51.txt,"month, relative-interval",day ,1921
51.txt,dayofweek, Sunday ,272
811.txt,year,2001,942
811.txt,"month, relative-interval", day ,767
3.txt,month, January ,874
3.txt,year,2004,883
3.txt,year,2004,893
3.txt,year, 1990,1071
3.txt,"month, relative-interval", month ,353
3.txt,"month, relative-interval", year,726
3.txt,"month, relative-interval", year ,832
3.txt,"month, relative-interval", year,1014
3.txt,"month, relative-interval", next year ,1849
1413.txt,"month, relative-interval",day,170
1413.txt,"month, relative-interval", year,990
1413.txt,"month, relative-interval", next week ,1190
1413.txt,day-month, 17 January,920
187.txt,month, may ,886
187.txt,year,2010,1516
187.txt,year,2011,1522
187.txt,year,2012,1531
187.txt,"month, relative-interval", month,124
187.txt,"month, relative-interval",day,160
187.txt,"month, relative-interval",day,675
187.txt,"month, relative-interval", minute,1108
187.txt,"month, relative-interval", year,1344
187.txt,"month, relative-interval",day,1409
187.txt,dayofweek, Sunday ,731
187.txt,day-month, 23 February,456
187.txt,day-month, 17 March,509
187.txt,season, Spring ,599
1375.txt,"month, relative-interval",day,132
1375.txt,"month, relative-interval",year,784
1375.txt,"month, relative-interval",year,2022
1375.txt,"month, relative-interval", day,3152
1375.txt,"month, relative-interval", month ,3239
79.txt,month, February ,175
79.txt,month, February ,705
79.txt,month, February ,2037
79.txt,year,2003,1826
79.txt,year,2007,1890
79.txt,"month, relative-interval", year ,198
79.txt,"month, relative-interval", year ,488
79.txt,"month, relative-interval", year ,889
79.txt,"month, relative-interval", month,1268
79.txt,"month, relative-interval", month ,1520
79.txt,"month, relative-interval", year ,1812
79.txt,season," fall

",28
839.txt,year,2005,404
839.txt,year, 1990,1809
839.txt,year,2010,1839
839.txt,"month, relative-interval",day ,1749
1361.txt,year,2000,1611
1361.txt,"month, relative-interval",day ,121
1361.txt,"month, relative-interval",day ,286
1361.txt,"month, relative-interval", year,382
193.txt,month, may ,902
193.txt,"month, relative-interval", day,308
193.txt,day-month, 13 January,375
1407.txt,month, Jan ,1151
1407.txt,"month, relative-interval",year,42
1407.txt,"month, relative-interval", year,689
1407.txt,"month, relative-interval",day ,1439
1407.txt,"month, relative-interval",day ,1528
1407.txt,"month, relative-interval", last year,1564
1407.txt,"month, relative-interval", last year ,1683
178.txt,year,2005,1086
178.txt,year,2005,1256
178.txt,"month, relative-interval", few week,245
178.txt,"month, relative-interval", few month,775
178.txt,"month, relative-interval", last year,1711
86.txt,month, January ,1180
86.txt,"month, relative-interval",hour ,412
92.txt,year,2005,264
92.txt,year,2005,886
92.txt,year,2006,903
92.txt,year,2004,956
92.txt,year,2008,1032
92.txt,year,2000,1809
92.txt,"month, relative-interval", year,622
92.txt,"month, relative-interval", year,769
92.txt,"month, relative-interval", year,1100
92.txt,"month, relative-interval", year ,1230
92.txt,"month, relative-interval", year ,1763
144.txt,month, October ,350
144.txt,month, August ,814
144.txt,month, December ,1011
144.txt,month, may ,2716
144.txt,month, may ,3000
144.txt,year,2005,2093
144.txt,"month, relative-interval", month,92
144.txt,"month, relative-interval", last week,460
144.txt,"month, relative-interval", last month,1541
144.txt,"month, relative-interval", month,2662
144.txt,"month, relative-interval",day,2765
144.txt,"month, relative-interval", year,2872
144.txt,"month, relative-interval", last month ,2925
622.txt,month, December ,278
622.txt,year,2002,288
622.txt,"month, relative-interval", year,136
636.txt,year,2005,146
636.txt,year,2010,470
636.txt,"month, relative-interval", year,111
636.txt,"month, relative-interval",day,375
150.txt,month, may ,877
150.txt,year,2005,236
150.txt,year,2004,703
150.txt,"month, relative-interval", last month ,198
150.txt,"month, relative-interval", year ,469
1639.txt,year, 1000,1801
1639.txt,"month, relative-interval", day ,1458
1177.txt,"month, relative-interval", last month ,237
